State,District,Crop,Season,Area_ha,Annual_Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_ton_per_ha
Maharashtra,Nashik,Rice,Kharif,150.68,851.7,22.7,6.87,133.0,0.1,8.153
West Bengal,Nadia,Chickpea,Rabi,63.66,1134.2,24.5,6.39,70.2,16.52,3.586
Andhra Pradesh,Krishna,Rice,Kharif,57.11,699.1,28.5,6.31,112.0,4.04,7.964
Odisha,Cuttack,Rice,Kharif,379.68,1054.9,28.0,5.36,115.5,0.54,9.258
Odisha,Sambalpur,Mustard,Rabi,324.04,1072.5,23.0,6.86,100.9,4.45,5.238
Punjab,Amritsar,Mustard,Rabi,159.38,586.1,18.0,7.23,165.6,0.34,5.039
Gujarat,Surat,Barley,Rabi,155.75,842.1,29.7,7.92,203.4,9.17,7.153
Tamil Nadu,Coimbatore,Soybean,Kharif,21.81,1202.8,30.0,7.64,151.4,7.65,6.27
Gujarat,Ahmedabad,Sugarcane,Whole Year,169.46,748.0,30.1,6.77,102.9,0.99,13.0
Rajasthan,Bikaner,Chickpea,Rabi,107.8,396.5,37.9,7.82,117.1,1.3,2.122
Maharashtra,Nashik,Mustard,Rabi,44.05,872.1,23.0,5.91,148.3,1.58,4.935
Andhra Pradesh,Guntur,Soybean,Kharif,59.52,1251.9,28.5,6.96,86.7,1.63,5.731
Bihar,Patna,Groundnut,Kharif,162.33,1270.8,35.9,7.54,137.7,6.81,6.704
Madhya Pradesh,Bhopal,Rice,Kharif,17.51,804.1,35.7,7.23,141.0,1.98,8.101
Karnataka,Mysuru,Wheat,Rabi,103.68,1031.4,32.2,6.31,184.1,2.82,8.86
Gujarat,Ahmedabad,Sugarcane,Whole Year,1.46,709.4,25.9,7.29,130.5,1.08,12.6
Gujarat,Rajkot,Rice,Kharif,202.82,726.1,30.2,7.47,144.4,5.42,8.356
West Bengal,Burdwan,Rice,Kharif,542.03,1713.7,29.3,6.5,159.7,4.1,11.919
Andhra Pradesh,Guntur,Rice,Kharif,164.3,830.5,31.6,6.92,106.4,0.8,7.972
West Bengal,Nadia,Mustard,Rabi,301.51,1674.6,27.6,6.37,132.9,1.66,6.271
Maharashtra,Nagpur,Soybean,Kharif,321.63,1130.2,36.7,6.71,180.1,3.65,7.147
Haryana,Hisar,Chickpea,Rabi,214.46,519.5,30.5,7.11,219.8,6.49,4.397
Gujarat,Surat,Rice,Kharif,417.99,481.4,21.5,6.75,150.6,2.97,7.616
Jharkhand,Dhanbad,Maize,Kharif,23.6,1083.5,28.1,6.43,77.6,0.97,7.413
Uttar Pradesh,Agra,Barley,Rabi,6.88,1143.8,21.9,7.38,177.4,1.81,7.64
Jharkhand,Dhanbad,Maize,Kharif,6.58,1308.5,27.2,4.82,123.9,3.85,9.622
Odisha,Sambalpur,Mustard,Rabi,525.78,1318.9,39.4,5.03,195.0,1.04,5.562
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,241.62,614.7,27.0,7.21,152.5,16.55,13.0
Gujarat,Ahmedabad,Cotton,Kharif,93.95,475.0,24.7,6.64,139.6,5.63,4.231
Gujarat,Surat,Mustard,Rabi,252.67,793.3,32.9,7.43,138.8,0.41,4.611
Karnataka,Dharwad,Rice,Kharif,284.58,970.9,24.6,6.08,120.6,0.33,8.614
West Bengal,Burdwan,Mustard,Rabi,112.09,1556.2,19.5,6.95,131.4,10.72,5.869
Andhra Pradesh,Kurnool,Sugarcane,Whole Year,179.51,663.4,33.2,7.25,193.6,0.37,13.0
Odisha,Puri,Rice,Kharif,103.93,1416.2,28.7,6.14,121.0,3.26,10.702
Tamil Nadu,Madurai,Sugarcane,Whole Year,432.7,1243.6,35.8,6.82,125.1,3.03,13.0
Andhra Pradesh,Guntur,Groundnut,Kharif,24.26,736.7,24.5,6.25,183.0,5.45,6.11
Odisha,Sambalpur,Sugarcane,Whole Year,172.22,1676.8,20.8,6.06,141.9,4.27,13.0
Andhra Pradesh,Kurnool,Mustard,Rabi,189.79,796.4,38.0,7.0,178.4,2.57,5.275
Odisha,Cuttack,Groundnut,Kharif,45.08,1435.8,29.3,5.25,52.9,0.26,5.375
Tamil Nadu,Thanjavur,Cotton,Kharif,154.66,1211.5,30.3,5.76,147.3,4.78,6.036
West Bengal,Murshidabad,Chickpea,Rabi,11.52,1670.7,33.0,6.39,107.0,7.58,4.566
Haryana,Rohtak,Maize,Kharif,39.53,515.0,31.4,7.43,196.0,1.2,8.177
Maharashtra,Nashik,Barley,Rabi,27.65,1085.8,24.6,6.31,101.8,10.22,6.595
Andhra Pradesh,Kurnool,Mustard,Rabi,442.03,1069.0,26.8,7.05,144.8,9.67,5.781
Andhra Pradesh,Krishna,Cotton,Kharif,309.35,888.2,29.1,6.74,90.7,1.32,4.58
West Bengal,Burdwan,Mustard,Rabi,47.65,1337.5,25.9,6.51,95.2,10.97,5.049
Uttar Pradesh,Varanasi,Wheat,Rabi,32.21,816.9,19.6,6.88,112.8,3.74,7.65
Tamil Nadu,Madurai,Wheat,Rabi,987.14,1341.3,29.2,6.18,199.2,0.84,10.267
Haryana,Hisar,Rice,Kharif,79.53,460.8,20.2,7.53,135.0,6.01,7.018
Tamil Nadu,Madurai,Wheat,Rabi,394.47,782.6,25.7,6.09,137.2,4.31,7.854
Tamil Nadu,Thanjavur,Wheat,Rabi,312.76,1187.7,31.8,7.21,80.9,4.18,7.247
Madhya Pradesh,Indore,Wheat,Rabi,270.66,758.3,25.1,7.02,75.0,1.02,6.657
Bihar,Gaya,Barley,Rabi,273.76,1101.5,22.3,6.48,97.6,13.31,6.796
Assam,Jorhat,Barley,Rabi,113.14,2303.4,24.7,5.99,37.3,8.37,6.299
Haryana,Hisar,Maize,Kharif,40.37,491.4,28.2,7.33,190.6,10.54,8.288
Bihar,Muzaffarpur,Soybean,Kharif,15.4,1245.8,26.7,5.99,128.6,1.78,6.305
Punjab,Ludhiana,Chickpea,Rabi,267.49,655.6,23.5,7.14,250.6,0.48,3.761
Madhya Pradesh,Jabalpur,Maize,Kharif,121.85,915.8,30.4,6.53,71.0,0.53,6.972
Madhya Pradesh,Indore,Sugarcane,Whole Year,104.94,855.1,24.8,6.93,164.6,1.3,13.0
Rajasthan,Jodhpur,Chickpea,Rabi,468.48,240.3,27.6,7.8,91.2,2.95,2.222
Tamil Nadu,Thanjavur,Wheat,Rabi,84.92,1001.7,32.8,6.51,126.3,3.9,7.774
Karnataka,Mysuru,Mustard,Rabi,502.61,972.4,25.9,6.48,157.9,5.06,5.533
Punjab,Amritsar,Barley,Rabi,20.56,493.6,19.0,6.76,185.3,2.58,6.792
Maharashtra,Nagpur,Groundnut,Kharif,377.75,1211.6,28.0,7.07,139.1,7.67,6.613
Uttar Pradesh,Kanpur,Barley,Rabi,47.91,737.0,33.1,7.31,152.2,0.38,6.041
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,449.29,892.2,24.7,7.06,110.2,3.98,13.0
Gujarat,Ahmedabad,Cotton,Kharif,499.31,616.5,27.7,7.03,120.4,0.28,4.581
Punjab,Patiala,Maize,Kharif,208.03,397.1,22.1,6.9,147.8,3.01,6.888
Gujarat,Ahmedabad,Sugarcane,Whole Year,5.47,765.0,23.1,7.75,195.5,8.03,13.0
Haryana,Rohtak,Barley,Rabi,80.75,461.3,26.1,6.89,151.6,11.26,5.583
Gujarat,Rajkot,Chickpea,Rabi,87.61,792.9,38.2,7.18,143.7,0.1,2.428
Rajasthan,Jaipur,Mustard,Rabi,133.47,376.5,31.8,7.46,145.6,2.43,3.51
Uttar Pradesh,Kanpur,Rice,Kharif,21.97,867.9,27.3,6.47,216.8,2.98,10.305
Maharashtra,Pune,Rice,Kharif,179.33,1019.5,23.8,6.94,111.9,2.52,9.784
Odisha,Puri,Wheat,Rabi,170.84,1629.6,27.7,5.82,125.9,5.12,9.117
Maharashtra,Nashik,Rice,Kharif,160.55,676.2,19.3,6.0,146.6,0.37,7.861
Bihar,Patna,Mustard,Rabi,50.59,838.1,34.8,7.24,199.2,6.58,5.863
Punjab,Amritsar,Groundnut,Kharif,443.91,617.0,22.0,7.27,278.5,7.94,6.48
Haryana,Rohtak,Groundnut,Kharif,39.65,618.8,20.9,7.49,130.1,1.49,5.022
Uttar Pradesh,Agra,Cotton,Kharif,198.11,1110.8,20.5,8.02,118.7,4.51,5.273
Tamil Nadu,Coimbatore,Cotton,Kharif,108.99,1056.6,28.9,6.44,173.6,12.15,6.308
Karnataka,Dharwad,Groundnut,Kharif,92.38,1025.3,19.0,6.01,123.0,1.47,5.54
Bihar,Muzaffarpur,Mustard,Rabi,41.38,766.3,29.0,6.98,176.5,2.73,4.954
Assam,Kamrup,Sugarcane,Whole Year,30.42,1786.3,20.8,5.52,86.0,2.54,13.0
Bihar,Muzaffarpur,Chickpea,Rabi,5.84,925.1,28.7,6.16,166.4,1.88,3.337
Maharashtra,Pune,Mustard,Rabi,167.79,504.5,30.8,6.6,180.4,2.7,4.522
Andhra Pradesh,Kurnool,Barley,Rabi,1.97,1350.0,32.3,6.99,142.6,1.0,6.93
Maharashtra,Nagpur,Barley,Rabi,219.19,931.6,32.4,7.28,169.7,1.71,6.912
Uttar Pradesh,Varanasi,Wheat,Rabi,37.37,343.7,23.3,7.38,142.4,1.52,6.851
Karnataka,Mysuru,Sugarcane,Whole Year,353.26,957.8,27.3,6.13,145.1,1.59,13.0
Maharashtra,Nagpur,Chickpea,Rabi,246.47,869.9,33.6,5.21,117.9,0.33,3.073
Punjab,Patiala,Groundnut,Kharif,758.62,759.6,24.2,6.75,172.5,1.04,5.596
Andhra Pradesh,Guntur,Maize,Kharif,390.05,728.7,30.3,7.59,183.3,2.8,9.144
Madhya Pradesh,Bhopal,Maize,Kharif,145.85,851.2,44.3,7.65,80.3,7.88,6.747
Jharkhand,Hazaribag,Barley,Rabi,589.79,977.2,28.3,4.93,94.6,7.49,5.672
Bihar,Patna,Sugarcane,Whole Year,1082.94,1009.6,24.7,7.57,181.9,5.95,13.0
Rajasthan,Jaipur,Cotton,Kharif,353.55,336.9,24.4,7.75,140.1,4.58,4.06
Assam,Kamrup,Chickpea,Rabi,41.42,1521.8,23.8,5.26,133.1,2.95,4.37
Bihar,Muzaffarpur,Cotton,Kharif,763.13,1339.1,29.4,5.74,152.2,4.26,6.306
Punjab,Amritsar,Maize,Kharif,297.46,501.0,32.5,7.33,196.5,0.46,8.024
Haryana,Rohtak,Rice,Kharif,433.27,613.5,24.0,7.61,229.0,3.97,9.455
Haryana,Rohtak,Groundnut,Kharif,10.01,639.3,20.7,7.55,229.7,15.17,6.527
Odisha,Cuttack,Wheat,Rabi,651.83,1031.7,25.3,5.53,73.0,3.02,6.684
Bihar,Muzaffarpur,Chickpea,Rabi,90.47,964.7,20.6,6.64,125.0,1.11,3.516
Andhra Pradesh,Guntur,Maize,Kharif,8.22,1010.2,23.8,6.41,143.3,6.14,9.064
Maharashtra,Nagpur,Mustard,Rabi,293.59,1480.1,31.4,6.79,144.5,5.0,6.402
Madhya Pradesh,Bhopal,Mustard,Rabi,135.62,791.1,26.3,6.78,181.5,0.72,5.488
West Bengal,Burdwan,Sugarcane,Whole Year,298.79,2046.4,32.0,5.66,150.6,0.1,13.0
Bihar,Patna,Barley,Rabi,311.32,1192.2,27.2,6.45,125.6,2.64,7.127
Jharkhand,Ranchi,Barley,Rabi,197.92,1290.3,29.7,5.0,123.5,12.19,6.981
Maharashtra,Nashik,Chickpea,Rabi,40.48,918.3,26.5,7.95,125.3,0.1,3.147
Rajasthan,Jaipur,Groundnut,Kharif,116.72,135.6,39.3,7.36,49.9,1.36,2.872
Tamil Nadu,Madurai,Cotton,Kharif,139.99,1019.7,33.7,6.38,146.5,3.56,5.56
Karnataka,Raichur,Soybean,Kharif,8.75,836.3,33.6,7.33,148.1,8.94,5.668
Odisha,Puri,Mustard,Rabi,16.79,1465.5,19.4,5.5,85.8,2.89,5.195
Uttar Pradesh,Agra,Soybean,Kharif,22.25,818.4,27.5,7.24,128.7,1.54,5.094
Assam,Jorhat,Groundnut,Kharif,117.86,2264.7,24.5,6.43,73.0,1.49,6.623
Rajasthan,Bikaner,Soybean,Kharif,233.94,318.2,29.4,7.71,126.6,0.7,3.603
Odisha,Puri,Rice,Kharif,93.91,1266.8,30.9,5.44,148.7,2.22,10.525
Uttar Pradesh,Agra,Mustard,Rabi,808.51,444.8,34.0,5.66,159.1,5.21,4.244
Tamil Nadu,Thanjavur,Wheat,Rabi,212.1,1182.0,26.3,6.8,146.0,1.14,9.028
Haryana,Karnal,Maize,Kharif,38.21,522.0,29.6,7.72,216.9,12.09,8.889
Gujarat,Surat,Sugarcane,Whole Year,8.5,674.8,16.0,8.13,167.3,4.47,13.0
Gujarat,Surat,Groundnut,Kharif,61.04,586.6,35.6,6.85,73.1,5.08,3.97
Bihar,Muzaffarpur,Mustard,Rabi,30.33,819.8,20.9,6.81,143.5,0.87,4.786
Andhra Pradesh,Krishna,Chickpea,Rabi,392.24,916.0,29.6,6.32,171.3,7.31,4.089
Andhra Pradesh,Kurnool,Maize,Kharif,383.36,859.9,29.2,7.05,115.8,5.28,8.239
Rajasthan,Jaipur,Groundnut,Kharif,239.34,579.6,33.3,8.25,130.3,1.02,4.64
Karnataka,Raichur,Groundnut,Kharif,117.31,997.6,20.2,6.28,150.1,1.38,5.853
Gujarat,Rajkot,Mustard,Rabi,184.58,630.2,32.0,6.92,126.5,1.84,3.924
Andhra Pradesh,Guntur,Wheat,Rabi,81.37,1048.0,33.1,7.24,164.9,7.46,8.911
Jharkhand,Hazaribag,Soybean,Kharif,458.7,1282.7,25.4,5.32,100.5,2.32,6.233
Karnataka,Dharwad,Sugarcane,Whole Year,154.64,767.5,31.4,6.14,139.0,0.55,13.0
Jharkhand,Dhanbad,Rice,Kharif,196.99,1344.3,25.6,6.01,102.5,5.29,10.217
Punjab,Patiala,Chickpea,Rabi,311.54,582.2,23.1,6.96,213.1,0.64,4.161
Andhra Pradesh,Krishna,Groundnut,Kharif,328.88,797.7,34.4,6.43,91.3,1.17,5.01
Madhya Pradesh,Bhopal,Rice,Kharif,141.05,903.9,26.3,7.31,126.1,2.75,8.421
Uttar Pradesh,Varanasi,Mustard,Rabi,152.21,818.1,33.4,7.3,127.6,11.01,4.535
Rajasthan,Jodhpur,Chickpea,Rabi,494.24,269.6,31.6,7.16,68.8,6.7,2.38
Haryana,Hisar,Maize,Kharif,665.83,751.2,19.3,7.45,141.8,1.31,7.906
West Bengal,Murshidabad,Groundnut,Kharif,56.93,1080.8,24.8,6.55,147.6,6.76,6.029
Rajasthan,Bikaner,Wheat,Rabi,145.4,517.1,40.5,7.63,147.5,0.1,6.456
Jharkhand,Ranchi,Wheat,Rabi,141.68,1215.4,24.4,5.98,98.0,2.81,8.034
Bihar,Patna,Chickpea,Rabi,144.39,1381.7,26.6,7.35,150.4,1.08,4.522
Jharkhand,Hazaribag,Wheat,Rabi,97.4,1217.8,28.7,5.21,90.2,10.02,7.663
Andhra Pradesh,Guntur,Soybean,Kharif,198.62,1088.7,21.5,6.25,104.2,6.35,6.135
Andhra Pradesh,Kurnool,Barley,Rabi,191.89,1053.3,29.2,6.28,123.2,5.29,6.179
Punjab,Patiala,Sugarcane,Whole Year,706.23,653.0,25.5,7.59,196.1,2.43,13.0
Haryana,Karnal,Groundnut,Kharif,0.3,371.2,14.1,6.57,195.6,1.29,4.452
Bihar,Gaya,Sugarcane,Whole Year,536.17,776.6,25.4,7.12,208.4,1.1,13.0
Bihar,Gaya,Cotton,Kharif,435.49,1188.8,27.1,7.02,195.1,3.83,6.276
West Bengal,Burdwan,Rice,Kharif,897.66,1733.4,25.7,6.93,81.9,6.32,11.252
Uttar Pradesh,Kanpur,Rice,Kharif,230.06,828.2,17.6,7.01,211.2,3.1,9.489
Assam,Kamrup,Soybean,Kharif,514.34,2472.8,22.1,5.14,64.3,5.04,6.89
Madhya Pradesh,Indore,Groundnut,Kharif,186.8,611.0,20.1,7.33,151.1,0.1,4.958
Rajasthan,Jodhpur,Wheat,Rabi,125.71,396.0,32.5,7.13,127.8,2.01,6.128
Karnataka,Mysuru,Maize,Kharif,452.18,950.1,20.2,6.68,106.3,0.73,7.48
Tamil Nadu,Thanjavur,Groundnut,Kharif,85.53,722.3,28.0,6.42,175.4,0.1,5.487
Haryana,Hisar,Wheat,Rabi,99.56,555.5,15.7,7.66,241.0,0.44,8.629
Tamil Nadu,Coimbatore,Barley,Rabi,171.74,1297.1,32.6,7.36,142.8,1.01,6.858
Odisha,Cuttack,Mustard,Rabi,574.72,1986.8,29.5,5.67,102.7,5.2,5.596
Karnataka,Mysuru,Cotton,Kharif,108.52,1037.7,36.3,6.8,117.0,1.99,4.923
West Bengal,Nadia,Soybean,Kharif,98.33,1699.6,29.3,6.42,179.3,2.45,7.819
Karnataka,Dharwad,Groundnut,Kharif,396.91,921.1,27.0,6.08,168.2,1.01,6.339
Madhya Pradesh,Indore,Wheat,Rabi,381.89,762.5,35.7,7.05,154.9,1.57,7.391
Assam,Jorhat,Soybean,Kharif,315.34,1887.9,24.9,6.54,111.4,6.75,7.693
Punjab,Patiala,Maize,Kharif,396.86,639.4,16.1,6.76,186.9,0.77,8.191
Madhya Pradesh,Jabalpur,Maize,Kharif,45.42,1028.0,29.0,8.32,119.1,7.07,8.448
Punjab,Patiala,Groundnut,Kharif,92.71,659.6,28.4,7.31,223.1,0.7,5.742
Maharashtra,Pune,Cotton,Kharif,589.48,1088.4,37.1,6.15,176.8,1.7,5.914
Rajasthan,Jodhpur,Chickpea,Rabi,126.41,457.7,22.3,7.59,101.5,3.8,2.868
Bihar,Patna,Maize,Kharif,32.7,1328.5,32.5,6.73,173.5,0.75,9.641
Rajasthan,Jodhpur,Sugarcane,Whole Year,139.86,337.7,43.5,7.12,43.5,0.28,8.549
Maharashtra,Pune,Chickpea,Rabi,99.83,1269.4,27.0,6.69,116.3,1.69,4.445
Odisha,Puri,Cotton,Kharif,204.04,1409.1,24.9,5.29,86.4,2.14,5.591
Jharkhand,Hazaribag,Soybean,Kharif,11.88,866.1,26.8,5.53,108.1,7.04,4.967
Uttar Pradesh,Agra,Rice,Kharif,467.31,684.4,27.6,7.39,197.8,0.1,9.209
Tamil Nadu,Thanjavur,Soybean,Kharif,38.8,950.5,29.0,6.15,119.9,2.04,5.429
Odisha,Puri,Wheat,Rabi,678.59,1569.9,32.5,6.57,109.8,1.57,9.062
Jharkhand,Dhanbad,Sugarcane,Whole Year,799.18,1445.9,29.8,6.32,79.5,4.2,13.0
Rajasthan,Jodhpur,Wheat,Rabi,93.51,282.1,28.6,8.65,134.2,4.75,5.358
Punjab,Patiala,Wheat,Rabi,116.51,584.4,18.9,6.72,98.5,2.38,7.031
Haryana,Karnal,Maize,Kharif,86.11,473.2,30.9,7.28,221.9,18.0,9.13
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,291.99,887.1,26.7,6.7,196.7,0.64,13.0
Karnataka,Mysuru,Maize,Kharif,143.02,823.7,27.0,6.3,199.9,0.84,9.512
Odisha,Sambalpur,Mustard,Rabi,340.87,1359.1,26.3,5.17,184.6,2.58,6.523
Madhya Pradesh,Indore,Cotton,Kharif,66.56,929.9,20.2,7.24,104.5,5.74,4.439
Jharkhand,Dhanbad,Cotton,Kharif,558.99,1010.9,32.1,5.64,87.0,6.2,4.711
Uttar Pradesh,Agra,Chickpea,Rabi,486.24,1246.9,33.5,7.69,141.6,4.36,3.905
Gujarat,Ahmedabad,Sugarcane,Whole Year,79.05,663.9,24.0,7.14,80.4,3.3,12.168
Odisha,Puri,Rice,Kharif,221.1,1218.8,31.1,6.33,150.5,6.25,10.364
Jharkhand,Ranchi,Barley,Rabi,53.28,1689.7,29.2,5.1,48.5,4.88,6.293
Gujarat,Surat,Groundnut,Kharif,69.96,543.7,30.9,6.87,130.8,3.34,4.626
Punjab,Amritsar,Sugarcane,Whole Year,442.69,475.0,27.3,7.63,240.7,4.19,13.0
Uttar Pradesh,Agra,Sugarcane,Whole Year,76.67,968.7,19.6,7.51,139.1,3.51,13.0
Haryana,Hisar,Sugarcane,Whole Year,2.5,426.6,19.7,7.6,198.2,0.1,12.607
Punjab,Patiala,Groundnut,Kharif,161.22,744.9,25.1,7.1,213.9,3.62,6.296
Punjab,Ludhiana,Soybean,Kharif,78.78,618.3,22.6,7.55,122.7,1.44,4.31
Maharashtra,Nagpur,Mustard,Rabi,51.67,1158.1,32.6,7.42,53.2,3.41,4.035
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,523.49,987.7,31.6,7.21,92.9,7.64,13.0
Rajasthan,Jodhpur,Cotton,Kharif,258.75,374.7,30.3,7.53,121.5,0.84,3.74
Uttar Pradesh,Varanasi,Rice,Kharif,213.5,909.9,22.5,6.99,182.1,6.2,10.017
Bihar,Patna,Barley,Rabi,456.23,834.9,30.5,6.69,64.1,0.57,4.784
Maharashtra,Nagpur,Rice,Kharif,101.82,1170.5,25.2,6.41,127.6,0.85,10.108
Uttar Pradesh,Varanasi,Wheat,Rabi,264.76,792.6,28.6,6.98,163.3,1.17,7.691
Madhya Pradesh,Indore,Chickpea,Rabi,4.19,722.6,28.5,6.59,107.8,0.16,2.59
Assam,Jorhat,Barley,Rabi,247.16,1719.7,21.5,4.98,110.5,9.57,7.761
Rajasthan,Jaipur,Cotton,Kharif,773.72,467.5,35.6,7.05,149.5,2.06,4.561
Punjab,Ludhiana,Maize,Kharif,353.6,791.3,21.6,7.89,228.6,0.12,9.637
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,36.41,835.9,42.6,6.86,149.1,0.74,13.0
Jharkhand,Ranchi,Sugarcane,Whole Year,69.57,948.5,27.9,5.52,136.2,6.16,13.0
Haryana,Karnal,Wheat,Rabi,211.53,553.1,20.1,7.45,133.9,7.49,7.48
Assam,Jorhat,Barley,Rabi,503.35,2125.9,22.9,5.87,29.8,2.72,5.937
Bihar,Patna,Chickpea,Rabi,5.36,1296.4,25.1,7.43,132.1,1.59,4.096
Odisha,Cuttack,Sugarcane,Whole Year,41.19,1450.3,31.4,5.75,28.3,1.21,13.0
Gujarat,Surat,Wheat,Rabi,337.11,708.5,19.8,7.4,173.2,0.22,8.461
Odisha,Cuttack,Maize,Kharif,144.54,1413.2,27.6,6.14,174.4,0.32,10.758
West Bengal,Nadia,Rice,Kharif,505.06,1613.5,28.6,5.49,168.0,2.35,12.3
Madhya Pradesh,Indore,Maize,Kharif,73.3,1085.1,36.2,6.88,178.3,0.38,9.255
Karnataka,Dharwad,Wheat,Rabi,319.94,785.7,21.0,6.77,110.0,0.93,7.133
Bihar,Patna,Maize,Kharif,215.6,999.9,27.8,6.73,167.6,11.24,9.569
Karnataka,Raichur,Rice,Kharif,200.95,719.3,26.2,7.1,23.4,0.28,6.384
Maharashtra,Nagpur,Chickpea,Rabi,70.3,965.8,26.9,6.29,122.2,2.95,3.465
Uttar Pradesh,Agra,Sugarcane,Whole Year,61.47,1160.4,33.8,7.2,188.8,4.05,13.0
Gujarat,Ahmedabad,Chickpea,Rabi,121.46,800.2,35.4,7.31,165.3,2.17,3.546
Karnataka,Raichur,Cotton,Kharif,124.44,470.8,29.5,7.11,170.5,7.31,4.525
Karnataka,Dharwad,Mustard,Rabi,166.66,678.6,17.3,6.52,132.4,0.35,4.527
Karnataka,Dharwad,Cotton,Kharif,155.57,977.3,25.5,6.03,202.0,3.58,6.365
West Bengal,Murshidabad,Barley,Rabi,69.05,1444.0,29.9,6.03,61.8,3.18,6.031
Bihar,Muzaffarpur,Cotton,Kharif,192.95,1363.9,24.5,6.82,135.9,4.04,5.924
Assam,Kamrup,Wheat,Rabi,342.99,2462.5,19.3,5.45,107.5,0.1,9.041
Andhra Pradesh,Guntur,Maize,Kharif,306.83,1033.9,33.7,7.68,177.3,1.2,9.012
Andhra Pradesh,Krishna,Groundnut,Kharif,25.4,1067.2,35.9,5.65,143.6,1.84,5.277
Uttar Pradesh,Agra,Mustard,Rabi,52.98,611.3,30.3,6.97,176.6,0.12,5.291
Punjab,Amritsar,Rice,Kharif,256.77,564.1,30.5,7.19,173.9,1.75,8.377
Haryana,Rohtak,Groundnut,Kharif,90.24,465.4,24.6,6.46,217.7,1.45,5.457
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,204.87,1098.2,31.8,7.26,149.2,0.22,13.0
Gujarat,Rajkot,Groundnut,Kharif,237.15,657.9,33.9,7.25,182.6,3.84,5.724
Bihar,Gaya,Mustard,Rabi,57.67,1133.8,21.4,7.27,215.9,1.62,6.553
Jharkhand,Hazaribag,Groundnut,Kharif,205.86,1146.9,30.3,5.94,109.4,1.02,5.713
Gujarat,Rajkot,Barley,Rabi,159.02,599.2,34.7,7.52,136.1,1.17,5.293
Tamil Nadu,Madurai,Maize,Kharif,56.14,1132.8,31.2,6.87,201.6,6.02,10.867
Assam,Nagaon,Rice,Kharif,251.3,2053.6,24.9,5.68,73.1,1.63,10.476
Punjab,Patiala,Sugarcane,Whole Year,210.05,708.8,20.2,6.72,219.6,3.09,13.0
West Bengal,Nadia,Chickpea,Rabi,27.32,1590.9,26.8,5.94,75.9,5.68,4.323
Tamil Nadu,Coimbatore,Chickpea,Rabi,185.39,1079.2,29.4,5.76,106.7,0.15,3.024
Andhra Pradesh,Guntur,Sugarcane,Whole Year,34.38,888.6,25.4,6.86,106.3,8.21,13.0
West Bengal,Burdwan,Barley,Rabi,17.67,1305.1,28.0,5.93,141.5,1.04,6.968
Bihar,Gaya,Cotton,Kharif,354.73,1051.0,29.3,6.18,123.9,1.37,5.749
Rajasthan,Jodhpur,Barley,Rabi,39.81,272.3,16.1,7.82,68.0,4.07,4.504
Andhra Pradesh,Guntur,Wheat,Rabi,268.48,1050.2,22.2,6.41,242.3,4.68,10.347
Karnataka,Dharwad,Groundnut,Kharif,134.72,838.7,32.6,5.98,86.3,0.98,4.954
Haryana,Rohtak,Cotton,Kharif,171.49,594.7,27.4,6.79,162.4,6.04,5.111
Tamil Nadu,Thanjavur,Maize,Kharif,67.86,1097.8,24.6,6.72,152.9,0.54,8.684
Punjab,Ludhiana,Barley,Rabi,420.09,612.0,21.4,6.99,171.7,2.0,6.758
Maharashtra,Pune,Mustard,Rabi,227.34,684.2,22.2,6.94,189.2,10.36,5.736
Jharkhand,Hazaribag,Soybean,Kharif,132.49,1025.4,24.7,6.15,122.6,2.7,5.937
Jharkhand,Dhanbad,Rice,Kharif,117.05,1063.1,24.1,5.42,75.5,1.3,8.512
Andhra Pradesh,Krishna,Mustard,Rabi,503.96,613.3,35.4,6.55,128.4,1.21,3.888
Assam,Jorhat,Wheat,Rabi,627.51,2132.9,21.0,5.18,103.0,1.28,9.233
Madhya Pradesh,Indore,Mustard,Rabi,669.47,935.0,38.0,6.14,185.4,2.97,5.815
West Bengal,Murshidabad,Chickpea,Rabi,151.23,1690.2,31.0,5.66,118.3,0.3,3.762
Andhra Pradesh,Krishna,Mustard,Rabi,919.47,839.5,29.5,6.07,83.8,0.82,4.11
Punjab,Patiala,Mustard,Rabi,169.38,622.4,21.9,6.84,249.9,0.62,6.511
West Bengal,Nadia,Groundnut,Kharif,717.22,1809.7,27.2,6.58,158.7,1.71,7.604
Bihar,Patna,Soybean,Kharif,260.95,842.9,21.7,7.23,158.7,0.18,5.432
Punjab,Ludhiana,Maize,Kharif,25.89,584.0,22.7,6.84,186.7,1.16,8.247
Uttar Pradesh,Varanasi,Rice,Kharif,78.53,801.4,29.9,6.28,200.4,1.52,9.559
Andhra Pradesh,Krishna,Groundnut,Kharif,31.1,1066.1,29.3,6.15,132.6,7.75,6.223
Assam,Jorhat,Soybean,Kharif,180.93,1794.0,25.7,5.69,63.2,7.41,7.187
Uttar Pradesh,Kanpur,Barley,Rabi,168.23,734.1,23.2,8.22,192.6,0.43,6.369
